text,class
inibição portfólio autorização no_bill multa sr faturamento incluir troca trata,2
qualificar designar química metálico vitria par anjo circuito t tarefa,1
franquia disponibilizada reais sistêmica análise empresa controle verificado crítica acesso,1
cesarina celeridade incluída moraes pontos ana anatel programa trata peço,2
reserva codigo solicito,2
romero monteiro executando rg doc tramite providenciar internet z santos,1
franque anadir lima silva pessoa incentiva bloqueado análise número consta,1
código encerramento aberto porem soc ba s,1
scusnx aprovados devemos configurados concluir n deixa branco ot apagar,2
desvincular conta bs descricao maiores anexa vide situação mais conseguimos,2
instância inferior semana pbi identificar casos informado existe pacote ativação,2
reciclagem encontravam inconsistentes tratados mes diante julho qr seguem casos,2
constas sample setembro qr inserir anexo favor,2
perfil visualizações acréscimo isidoro jordao imediato avila braga substituição gestor,1
escudero aurea março regina divergente vieira miniciclo v u pacote,2
ligoui informaram especifico obs janela usuario aparecendo final possivel conseguindo,1
rizzotti waqw giovanardi provissionamento rafaela bruna h houver pdv cc,2
teve interação extra criação horas baixa clarify pendente mais,2
sorpd sustituto jeazi con pede cruz pdv barbosa finalizar g,2
podem tramitou bom pendência terminais dia oms gentileza prezados abaixo,1
abarta tr cancelado chamado soc stc ba segue anexo,1
positivação contratos fpds imunização negativados propensão k futuro importante alta,1
ot_mar_fid_pos+_gb_todvrgratis_bl_ld tt_desc_intcel_g beneficio desconto recebendo inativo oferta campanha verificado pacote,1
plus encerrado circuito pvo refletiu ro cr travado ref serviços,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
agente carlotto smartscript murilo alex receptivo célula registros novos bc,2
encerramento informacoes desnecessários agilize tecnicos acumulo cancelamentos chegar detalhe maiores,2
servico ambos integração categoria processo encerramento wfm tratar fechado voz,2
iza fixa separadas beatriz ip brasil carvalho estado recebendo rodrigues,1
orderid=xy utcd prc_step=step site=mg pgm_step=step jobid rc odate job cancelamento,1
morosini josemar inscomod cta luiz executar nrc gerou terminal/contrato vencida,2
swsq f+pcmais+bl evidenciada total fixo conectado pós retornou conta oi,1
dqx detalhar gra cd posto crítica ordem print anexo,2
velocidade mb jqako gentil focal consultamos escolher extra migração atualizada,2
no_bill contingencial forem sofreram cobradas original diário avulso inserido financeiro,2
público su acesso esa sisraf meio publico vaga limpar condição,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
inva lida cge condicao dp eqn tecle enter encerrada programa,2
adelcio quit tip gti matos norm ribeiro rg doc nrc,1
parada/vencida desdo romario sno loc mendes luiz executar silva dia,2
metálica sp sap facilidades sac-gfr rede metálico filial par manualmente,1
osvaldo dado mudend fechada baixa tel oliveira santos fechamento realizar,1
marcado viabiliade elisabete exige parceiro aparecida flag dados santos endereço,1
dificuldade criação clientes portal usuário oi,1
publico fisico,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
chamadas stc_pre-routing improssibilitando uras impacto regiões monitoramento operacional direcionada falhas,2
utiliza inativas recargas ativas serviços site aparece possui cliente oi,2
cotrim clck especificado mudla agendar fatima clke siac atividade existe,2
rosalva cirqueira asap retblo rf nunes automática execucao executando tramite,1
problemas analise efetuar retirada circuito solicita tentar stc informa cliente,1
alarme inativas fotos parecem falso contas aparentemente alarmes atualizadas analisados,2
ações base waiting_interface acarretando financeira tratadas perda podem constam ics,2
mbps reduzir houve possui movel ocorre deseja retorno fixa informando,2
intragrupo indevida df cobrança retirar uf evidências cnpj serviço prezados,1
emilson bierhals providencia ra co designar correção numero silva critica,2
keijok roosevelt lessa ney digito faltando agencia automatico identificador debito,1
nof-nof ponta estação cfji cadastrar possíveis tela pede entra solicitando,2
provedor elzi pit sales selecionado solicitada pede geração inclusão tratativa,2
forty construcoes engenharia ativo abril mini q conta permanece ciclo,2
plus p modificação asm cr serviços atualizar crm recebido executado,1
agrx limpeza retirado novamente instalar precisamos indevidamente cadastro gentileza prezados,2
gerado carvalho oliveira janaina ot_pai_fid_res_tv_inter_mix_bl terezinha mae nasc nome rg,1
rejieção posicionar bif motivo rejeição correção faturas verificar anexo favor,1
recentes visualizar contas portal consegue oi cliente,1
romulo pendencias guimaraes fechadas reis hs pedido omr acima status,1
dominio telemar gde acessar conseguindo migração aparece evidências mensagem segue,2
sms recur_chg contestacao veirifcar preenchida conf prioridade contingência pcs pke,2
fat nacional fico intrarrede haver especial pro identificado ligações tarifado,2
pressa redirecionado olá pessoal falta executada dar gerado baixa instalação,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
miugração aprovado empresarial crédito pedido houve portal pendente aberto encontra,2
cip consiste automaticas desconhecida maximo ressaltar faturamentos vinculo recargas vale,2
url minhaoi segundos soasync consultas app superior vinculadas pesquisas alto,2
mpn vcnr vctotal presente regra serviço correta acn inclusão liberação,1
demais parado vitria informações circuito tarefa tela oms print segue,1
confirmado federal onde invalidos receita recuperar dados corretos pesquisa realizado,1
analisar telas informações gentileza prezados conforme anexo,1
checar titular divergencia exclusiva preencher normalmente total aplicação envio ativa,2
s parados abertos oco encontram origem sac posto evidências click,1
ponto wngpj fica gero sinn instalação desabilitado tv possa bo,2
coghi carolina oms finalizado executando acl insfastve providenciar baixa opção,2
testar modem gna configurar instalar ba gerado ref sge tramitar,1
casella implantar rogerio referentes ciente pacotes favor,1
xiytct microserviço interrompida help acionar plabil desk surgiu acerto inconsistência,1
basico angela expert sim disponivel roberto paulo ribeiro velocidade opção,1
magali ferretti cmradsl cancelamento siac df z concluir unid fila,1
pedido helton perder corrigir funcionando continuar semana andrade faz fernandes,1
php/ctm_tlmoi_pri_/usu orderid=usu connect_intelig group=pcrm_anatel nodeid=pcpprd application=siebel controlm=ctm_tlmoi_pri gaap sysout http,2
bma circuito om expediter instalado localidade cancelado stc descrição,2
tr cal contestação estados opção teresina jurídico negocio bs pi,1
cancelar clica sim om encerrada retorna origem tentando ja pendencia,2
criticados vigência bdo ocs processamento pe sisraf abaixo atualização rj,2
mail esqueci ir dificuldades usuario apresentado acessar campo senha site,2
mbm ferragens co-billing módulo aceita presente exclusão apuração comercio processamento,2
ramais agrupador olimpica rjo apo irei publica autoridade voice percentual,2
tramitando cta clarify evidencias circuito solicita cancelamento segue informa contato,1
gráfico consumo divergência clientes,1
orderid=ccp prc_step=noncat pgm_step=controlr ntcd site=pe jobid rc odate job cancelamento,1
terminais horas provisionamento movel correção altere sylvia líder status sampaio,1
mg m pe rj altenda mudext designação reg es regional,1
indisponível criação usuário sistema,2
ativar carine viabilidade claudia aparece cardoso pdv vendedora velox conjunta,2
server servico cadastro sim_oidigital_cdi_cdipw_servsiebel running cdipw procsim oidigital atendimento workflow,1
bas php/s/qcgiudsvarpq br/index globalweb ud técnico https logs tempo histórico,2
combinação encaminhamento ident grupo ad micro servico hora apresentando voz,2
desponteirada gkhm poliana trocado ajustada indevidamente coutinho troca email souza,1
pugnaloni pendencia andrea pedido omr acima peço souza concluir consta,1
passo posera amb finaliza logo att continuidade pede apos possa,2
nao wxvjmu campanha ot_mar_fid_tv_bl_mi_ld_int aparece oi vende tv telefone total,2
alarme tanto possuem identificar codigo vide sisraf acessos evidência existe,1
circuitos retirada circuito seguinte guilherme aparece instalados mensagem castro pf,1
fechamento critica,1
karlasouzarj souza oliveira karla fatima número indisponível nome hotmail nome/login,2
volotao wgwg validamos baptista resolver ajuda clie bruno conseguimos status,2
fragoso allan mudporta subfastve rt soares execucao consulta digital encerrado,2
martorelli login monique simone machado freitas alves gde ferramenta espelho,1
total tv oi recep ret força operação linhas ocorreu problema,2
retificada zero toolkit ged ª wedo fatura igual atualizado disponível,1
getulio desde martins execução fora ferreira seguir prazo zc terminal/contrato,1
end mud fechamento critica,1
abertura-atualizacao operacao_mon_sim controle_interface_ba traducao eventos interface falha tmapw mais ba,2
dsa desbloqueio evidencia solicita anexo cliente,1
volpini pedido trindade ás nº bundle sergio paulo aprovisionamento migrar,2
menores limites retornar ficando pontos valores velox aparecida anterior carvalho,2
salina cadastre eder oiofc moraes pré pago registro siac protocolo,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
pdf r ultimas guerra ambas andrea google mozilla queixa navegadores,2
gerada mal preenchido ser porta designado tramitar clarify numero aparece,1
login antigo novo gde espelho solicito ser acesso sistema oi,1
tesdkb add retirando aplicar ponto total oferta sinn tv possível,1
tibj átivo ot_pai_fid_conec_interm_pos_gb_bl possui velox conclusão oi total venda titular,1
opcional obrigatórias biblioteca rodar job finalizar classe nome informar mudança,2
operadora s daniela tiago recusada autenticar doadora vivo manualmente seguir,2
ligaçoes cobradas estao leidijane ligaçao ilimitadas plano faturas caracteristicas geradas,2
sge pendenciado testar modem bsa configurar travado instalar tramitou ba,2
peck gub insagrry clovis insnfilim insnfm inspcte retoitot podera farias,2
weqxsi total incluir oi tv contrato pendente fixo titular exclusiva,1
funcionário re-designação desligamento gde desligado redesignar responsabilidade demanda empresa responsável,1
prorrata alterado atendente período tt_pcs-phipi_flat_fixo_gt assinaturas ic ä descontos tt_pcs-pmepi_flat_fixo_gt,2
encerraram retiradas relação oss eai entregue pendencia obs sac segue,2
gtt cpr expiração provisionado creditos sis divergencia ars_s consta tratconv,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
parcelamento parceladas wedo tanto entrada entretanto paga realizou houve informou,2
pae circuitos fv tramitaram possuem modificação clarify evidências aberta oms,2
tr/ch sac/bjd jve informação digital retirar cto apresenta prezados print,2
arquivo restauração restaurar antigo apresentando tela print solicita tentar segue,2
atualizar crm parada t tarefa status s,2
pellegrini magnus ddd/telefone número pré-pago registro encontrado reclamado cadastrado portal,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
osvc cnpj consta histórico verificação serviço usuário solicita conforme siebel,2
digitais agrx acn básico incluir serviços evidencias existe verificação critica,1
ok encerrado aberta ba sac terminal,1
iaquiri varias token reclamação/solicitação indisponivel vezes tentou tente rodrigo validação,2
prosseguimos liberando carrega ficam tentarmos conclui legado clicar permitindo configuração,2
